Date,Time,PST,PDT,Button,Order Occ,Trawl,Notes,MX512-Time,MX512-Lat,MX512-Lon,MX512-COG,MX512-SOG,AirTemp2,RelHum1,Baro-Cal-AtSeaLevel-VALUE,TrueWind-SPEED,TrueWind-DIRECTION,RelWindbird-Spd,RelWindbird-Dir,Fluoro,TSG-SBE21-Temp,TSG-SBE45-Temp,TSG-SBE38-Temp2 for 21,TSG-SBE38-Temp2 for 45,TSG-SBE21-Cond,TSG-SBE45-Cond,TSG-SBE21-Sal,TSG-SBE45-Sal,Valeport-UVSVP-Temp,Valeport-UVSVP-SVel
8/3/2019,2:45:26,18:45:26,19:45:26,UCTD Deployed,,,,24525,3800.4048N,12319.3587W,61,8,13.8,106,1016.2,25.28,305.5,23,268,0.668,12.74607,12.8137,12.43342,12.4301,3.9296046,3.93532,33.63802,33.6323,,
8/3/2019,3:25:48,19:25:48,20:25:48,Break Transect,,,43,32548,3803.8147N,12311.8151W,61,10.6,14.2,106,1015.43,30.31,297.44,19,279,0.636,12.48732,12.5906,12.23969,12.2384,3.9053817,3.91428,33.63743,33.6304,,
8/3/2019,3:54:10,19:54:10,20:54:10,Start Marine Mammal Watch,99,91,,35409,3806.4799N,12309.0447W,307,1.4,14.1,106,1014.98,27.6,303.53,29,354,0.816,12.22749,12.3304,11.98239,11.9815,3.882557,3.89266,33.65086,33.6558,,
8/3/2019,4:23:10,20:23:10,21:23:10,Arrive Station,99,91,,42309,3807.0499N,12310.0044W,285,2,13.9,106,1014.83,28.08,301.7,30,0,0.794,12.25198,12.3498,11.99854,11.9992,3.8856648,3.89525,33.65885,33.6634,,
8/3/2019,4:24:04,20:24:04,21:24:04,Net In Water,99,91,,42403,3807.0630N,12310.0496W,295,3.2,13.8,106,1014.82,28.61,299.81,32,357,0.8,12.24963,12.3504,12.00417,12.0041,3.8855583,3.89518,33.65993,33.6621,,
8/3/2019,4:37:52,20:37:52,21:37:52,Shoot Doors,99,91,,43752,3807.4305N,12310.7955W,299,5.1,13.7,106,1015.06,25.99,311.07,32,2,0.719,12.1792,12.2778,11.92976,11.9296,3.8807354,3.88953,33.67674,33.673,,
8/3/2019,4:41:43,20:41:43,21:41:43,Begin Fishing (EQ),99,91,,44143,3807.5906N,12311.1197W,301,4.7,13.9,106,1014.93,27.2,302.94,32,0,0.723,12.17996,12.2763,11.92717,11.9262,3.8808419,3.88939,33.67708,33.6729,,
8/3/2019,5:26:54,21:26:54,22:26:54,Haul Back,99,91,,52653,3809.0760N,12314.4751W,300,4.2,13.8,106,1014.93,25.93,307.76,29,4,0.624,11.82744,11.9293,11.56284,11.5613,3.8490166,3.85852,33.68657,33.6869,,
8/3/2019,6:09:19,22:09:19,23:09:19,Net on Deck,99,91,,60919,3809.8663N,12316.0466W,253,1.1,14.2,106,1015.06,25.1,301.31,26,3,0.614,11.66723,11.7766,11.41661,11.4164,3.8378735,3.84869,33.72316,33.7295,,
8/3/2019,6:09:20,22:09:20,23:09:20,End Marine Mammal Watch,99,91,,60920,3809.8663N,12316.0469W,253,1.1,14.2,106,1015.06,25.31,305.01,27,5,0.615,11.66723,11.7771,11.41661,11.4164,3.8378735,3.84877,33.72316,33.7298,,
8/3/2019,6:15:26,22:15:26,23:15:26,Depart Station,99,91,,61525,3809.8568N,12316.0693W,44,0.4,14,106,1015.09,25.11,298.22,25,338,0.602,11.67523,11.7847,11.41651,11.4167,3.8386225,3.84917,33.72322,33.7268,,
8/3/2019,6:17:25,22:17:25,23:17:25,Arrive Station,100,,,61724,3809.8729N,12316.0603W,350,0.1,13.9,106,1015.21,23.93,307.84,24,14,0.603,11.66723,11.7809,11.4244,11.4237,3.8378735,3.84933,33.72316,33.7318,,
8/3/2019,6:21:32,22:21:32,23:21:32,CTD IN,100,,,62131,3809.8109N,12316.1176W,220,0.7,14,106,1015.22,26.87,299.86,27,1,0.602,11.6664,11.7794,11.421,11.4221,3.8378735,3.84945,33.72391,33.7344,,
8/3/2019,6:33:06,22:33:06,23:33:06,CTD OUT,100,,,63305,3809.6298N,12316.3464W,217,1.6,13.9,106,1015.12,28.03,303.55,28,22,0.59,11.66563,11.7697,11.40814,11.4088,3.8370149,3.84833,33.7162,33.7322,,
8/3/2019,6:39:16,22:39:16,23:39:16,Bongo IN,100,,,63915,3809.5436N,12316.5013W,261,1.4,14.2,106,1014.87,27.96,304.19,29,4,0.588,11.65443,11.7673,11.41029,11.41,3.8356232,3.84789,33.71276,33.7302,,
8/3/2019,6:47:30,22:47:30,23:47:30,Bongo OUT,100,,,64729,3809.5320N,12316.7647W,248,0.8,14.3,106,1015.04,29.46,307.83,30,8,0.587,11.668,11.7792,11.41029,11.4094,3.838838,3.84848,33.7319,33.725,,
8/3/2019,6:56:44,22:56:44,23:56:44,Depart Station,100,,,65643,3809.7738N,12316.9234W,338,2.3,14.3,106,1014.9,26.23,296.8,30,337,0.589,11.69595,11.801,11.44139,11.4411,3.8408735,3.85038,33.7264,33.7239,,
8/3/2019,13:20:19,5:20:19,6:20:19,Resume Transect,,,43,132018,3803.8241N,12311.6670W,71,4.1,12.9,106,1014.92,11.32,311.99,10,274,0.717,12.28443,12.3702,12.03211,12.0319,3.8893068,3.89653,33.66481,33.6574,,
8/3/2019,14:22:00,6:22:00,7:22:00,UCTD Deployed,,,,142159,3808.8367N,12300.8543W,60,8.5,11.3,106,1015.15,7.11,293.86,6,282,0.74,12.90994,12.9609,12.65932,12.6616,3.948572,3.95444,33.67264,33.6831,,
8/3/2019,14:38:42,6:38:42,7:38:42,End Transect,,,43,143841,3809.8737N,12258.5869W,60,5.9,11,106,1015.26,2.44,270.64,4,328,0.716,12.74531,12.926,12.15828,12.1619,3.9384989,3.95004,33.72361,33.6722,,
8/3/2019,17:08:21,9:08:21,10:08:21,Start Transect,,,42,170820,3800.6122N,12253.0067W,237,5.4,12.5,105,1015.4,5.62,284.34,10,23,0.579,11.06428,11.1135,10.98078,11.0033,3.777768,3.78394,33.68125,33.6973,,
8/3/2019,17:58:32,9:58:32,10:58:32,Break Transect,,,42,175832,3756.7919N,12301.0895W,240,8.8,12.9,105,1015.43,9.04,292.45,16,29,0.766,12.55029,12.6904,12.47911,12.4833,3.9088111,3.92032,33.61397,33.599,,
8/3/2019,20:55:33,12:55:33,13:55:33,Resume Transect,,,42,205532,3756.7159N,12300.9978W,246,6.4,13.6,105,1014.86,9.95,294.12,15,29,0.973,13.07034,13.2255,13.18128,13.1803,3.9562892,3.96754,33.60332,33.5723,,
8/3/2019,21:37:12,13:37:12,14:37:12,UCTD Deployed,,,,213711,3753.4664N,12308.7102W,240,8.3,13.9,105,1015.02,7.96,283.68,14,19,0.862,12.67856,12.7342,12.46488,12.4585,3.9192071,3.92724,33.59892,33.6261,,
8/3/2019,22:44:19,14:44:19,15:44:19,Break Transect,,,42,224419,3747.8958N,12320.9458W,243,7.8,14.3,105,1014.92,11.68,301.75,17,32,0.7,13.26452,13.3814,13.2661,13.2891,3.9769791,3.98564,33.62689,33.6052,,
8/4/2019,1:43:46,17:43:46,18:43:46,Resume Transect,,,42,14345,3747.9156N,12320.8199W,241,4.3,14.8,105,1014.33,10.61,306.4,13,40,0.735,13.40848,13.5811,13.3722,13.3678,3.9932714,4.00775,33.65303,33.6365,,
8/4/2019,1:57:42,17:57:42,18:57:42,UCTD Deployed,,,,15741,3746.8113N,12323.3174W,241,8.1,14.6,105,1014.19,13.99,304.91,19,40,0.848,13.51954,13.6223,13.42948,13.4347,4.0016319,4.0119,33.63352,33.6392,,
8/4/2019,3:05:08,19:05:08,20:05:08,End Transect,,,42,30507,3740.9952N,12336.0803W,240,9.8,15.4,105,1014.64,15.16,315.52,20,46,0.776,14.89786,15.0208,14.77443,14.7792,4.1028391,4.11122,33.37003,33.3409,,
8/4/2019,5:36:39,21:36:39,22:36:39,Arrive Station,101,,,53638,3752.7812N,12319.6196W,193,0.7,14.5,106,1014.1,20.26,305.85,20,21,0.858,13.06564,13.1782,12.83216,12.8305,3.9560781,3.96683,33.60549,33.6075,,
8/4/2019,5:37:54,21:37:54,22:37:54,CTD IN,101,,,53753,3752.7670N,12319.6313W,219,0.9,14.6,106,1014.15,22.92,305.04,23,14,0.854,13.07498,13.1736,12.83229,12.8341,3.9562892,3.96625,33.59921,33.6061,,
8/4/2019,5:48:21,21:48:21,22:48:21,CTD OUT,101,,,54820,3752.6702N,12319.7013W,226,0.6,14.5,106,1014.21,18.8,306.74,19,12,0.842,13.0875,13.1778,12.82744,12.8255,3.9569339,3.96683,33.59421,33.6078,,
8/4/2019,5:54:51,21:54:51,22:54:51,Bongo IN,101,,,55450,3752.7016N,12319.8660W,295,1.5,14.5,105,1014.11,21.51,300.13,23,2,0.834,12.98825,13.0999,12.75026,12.7469,3.9476097,3.95939,33.59386,33.6064,,
8/4/2019,6:02:55,22:02:55,23:02:55,Bongo OUT,101,,,60254,3752.7473N,12320.1018W,301,1.5,14.5,105,1014.26,19.5,298.2,21,351,0.811,12.94051,13.0413,12.6959,12.6957,3.9433213,3.95366,33.59553,33.6041,,
8/4/2019,6:10:26,22:10:26,23:10:26,Depart Station,101,,,61026,3752.9004N,12320.0722W,10,1.3,14.6,106,1014.34,18.65,293.59,19,317,0.816,12.96322,13.0549,12.71059,12.7016,3.9453598,3.95551,33.59472,33.6097,,
8/4/2019,7:15:48,23:15:48,0:15:48,Arrive Station,102,,,71547,3747.6624N,12312.6169W,270,2.4,14.5,106,1014.39,18.12,304.15,22,15,0.845,13.09845,13.182,12.82014,12.8204,3.956719,3.96594,33.58247,33.5957,,
8/4/2019,7:15:50,23:15:50,0:15:50,Bongo IN,102,,,71549,3747.6627N,12312.6182W,276,2.2,14.5,106,1014.39,20.95,305.84,23,14,0.842,13.09845,13.1807,12.82014,12.8209,3.956719,3.96592,33.58247,33.5967,,
8/4/2019,7:23:21,23:23:21,0:23:21,Bongo OUT,102,,,72320,3747.6435N,12312.8577W,267,1.6,14.4,105,1014.34,17.69,303.47,19,9,0.837,13.06564,13.1749,12.82362,12.8223,3.9545741,3.9641,33.59124,33.5846,,
8/4/2019,7:31:24,23:31:24,0:31:24,Depart Station,102,,,73124,3747.9174N,12313.0852W,327,3.8,14.5,106,1014.16,15.83,289.87,19,333,0.842,13.06251,13.1713,12.81133,12.8097,3.9529667,3.96195,33.57879,33.5675,,
8/4/2019,9:17:25,1:17:25,2:17:25,Arrive Station,103,,,91724,3739.1750N,12258.3446W,83,4.3,14.3,106,1014.69,11.1,313.47,9,272,0.87,13.8346,13.975,13.62904,13.6469,4.00785,4.0207,33.41547,33.4126,,
8/4/2019,9:22:38,1:22:38,2:22:38,Bongo IN,103,,,92237,3739.2732N,12258.4763W,295,2.5,14.4,106,1014.46,14.8,312.23,16,7,0.873,14.0574,14.0899,13.68439,13.6832,4.0227516,4.03017,33.36005,33.4005,,
8/4/2019,9:28:41,1:28:41,2:28:41,Bongo OUT,103,,,92840,3739.3169N,12258.6749W,275,1.8,14.3,106,1014.41,12.61,311.54,14,7,0.88,13.8971,13.9972,13.62217,13.6222,4.0102094,4.02193,33.38299,33.4047,,
8/4/2019,9:36:15,1:36:15,2:36:15,Depart Station,103,,,93615,3739.5478N,12258.8667W,330,2.6,14.2,106,1014.43,9.67,300.47,12,330,0.901,13.89172,14.0435,13.68174,13.6803,4.0089197,4.02369,33.37569,33.3808,,
8/4/2019,13:22:41,5:22:41,6:22:41,Start Transect,,,39,132240,3734.6752N,12232.3883W,235,4.6,13.8,106,1015.53,5.4,235.19,10,354,0.766,14.05969,14.1497,13.76105,13.7564,4.0449402,4.05804,33.56345,33.6061,,
8/4/2019,15:06:29,7:06:29,8:06:29,UCTD Deployed,,,,150629,3726.1749N,12251.0807W,241,8.3,14.4,106,1015.52,15.76,312.59,21,46,0.961,14.49999,14.6155,14.23804,14.2371,4.0726013,4.08308,33.43622,33.4325,,
8/4/2019,16:49:03,8:49:03,9:49:03,UCTD Deployed,,,,164902,3717.2497N,12310.4960W,242,8.2,15.8,98,1016.23,16.6,310.18,21,53,0.681,,14.2461,,13.8879,,4.04609,,33.4121,,
8/5/2019,3:11:36,19:11:36,20:11:36,End Transect,,,39,31135,3623.4546N,12506.8755W,249,9.6,18,86,1018.18,14.09,342.79,16,62,0.543,,,,,,,,,,
8/5/2019,13:22:48,5:22:48,6:22:48,Start Transect,,,36,132247,3646.9986N,12258.2326W,66,9.7,16.2,98,1016.38,7.76,230.83,3,308,0.568,,16.6848,,16.3358,,4.26321,,33.2901,16.219,1509.579
8/5/2019,15:04:53,7:04:53,8:04:53,UCTD Deployed,,,,150452,3655.6532N,12239.5570W,63,8.1,15,100,1016.79,8.2,242,0,191,0.62,,14.6836,,14.3191,,4.07737,,33.3219,14.192,1503.247
8/5/2019,16:43:04,8:43:04,9:43:04,UCTD Deployed,,,,164303,3703.8731N,12221.6594W,56,8.4,13.4,104,1017.25,10.18,300.31,10,293,0.792,,12.6445,,12.2845,,3.92248,,33.6606,12.017,1496.428
8/5/2019,16:57:27,8:57:27,9:57:27,End Transect,,,36,165726,3704.8267N,12219.5873W,57,6,13.2,104,1017.04,6.37,295.95,6,322,0.672,,12.0667,,11.621,,3.86931,,33.6675,11.154,1493.492
8/5/2019,18:12:05,10:12:05,11:12:05,Start Transect,,,37,181204,3713.5044N,12227.0708W,275,8.4,13.5,105,1017.26,3.71,329.9,11,24,0.85,,12.7002,,12.3806,,3.92906,,33.6738,12.083,1496.64
8/5/2019,19:11:41,11:11:41,12:11:41,UCTD Deployed,,,,191141,3708.6476N,12237.6999W,242,8.2,14.3,102,1016.74,10.54,308.15,17,41,0.872,,14.7442,,14.4277,,4.11533,,33.6159,14.314,1503.973
8/5/2019,20:09:48,12:09:48,13:09:48,Break Transect,,,37,200947,3703.9182N,12248.0026W,240,10.4,15.4,99,1016.51,15.89,316.44,21,51,0.602,,16.6223,,16.3113,,4.25955,,33.3101,16.234,1509.646
8/5/2019,20:28:08,12:28:08,13:28:08,Resume Transect,,,37,202807,3704.1643N,12247.5088W,236,5.3,15.1,99,1016.65,18.35,323.41,19,62,0.595,,16.5977,,16.2931,,4.25716,,33.3096,16.199,1509.493
8/5/2019,21:21:36,13:21:36,14:21:36,UCTD Deployed,,,,212135,3659.7011N,12256.9340W,240,8.5,16.5,94,1016.53,17.93,321.07,21,56,0.6,,16.2127,,15.8994,,4.21789,,33.2863,15.784,1508.16
8/5/2019,22:11:17,14:11:17,15:11:17,End Transect,,,37,221117,3655.7478N,12305.6923W,239,9.7,16.5,96,1016.97,14,305.13,20,41,0.614,,16.9197,,16.5965,,4.29348,,33.3584,16.487,1510.379
8/5/2019,23:19:55,15:19:55,16:19:55,Start Transect,,,38,231954,3706.1015N,12308.8203W,66,5.4,15.9,97,1016,13.79,327.01,14,290,0.611,,16.6627,,16.3187,,4.26584,,33.3314,16.191,1509.527
8/6/2019,0:40:29,16:40:29,17:40:29,UCTD Deployed,,,,4028,3712.9648N,12254.0133W,65,8.1,14.9,99,1015.41,14.26,287.98,10,264,0.749,,14.473,,14.1255,,4.07479,,33.4796,13.945,1502.797
8/6/2019,2:20:00,18:20:00,19:20:00,UCTD Deployed,,,,21959,3721.1511N,12236.2093W,62,7.8,14.8,100,1015,6.62,272.38,5,326,1.132,,15.0062,,14.6798,,4.13598,,33.5777,14.194,1503.294
8/6/2019,3:04:38,19:04:38,20:04:38,End Transect,,,38,30438,3724.8838N,12228.0303W,63,6,13.9,101,1015.03,3.64,332.7,7,336,0.898,,13.7079,,13.387,,4.02139,,33.6526,12.795,1498.991
8/6/2019,4:20:03,20:20:03,21:20:03,Start Marine Mammal Watch,,,,42003,3728.7727N,12230.1028W,281,3.5,13.7,101,1015.07,2.27,159.08,3,319,0.81,,12.4669,,12.309,,3.90919,,33.6924,11.651,1495.229
8/6/2019,7:31:09,23:31:09,0:31:09,Arrive Station,,,,73108,3726.7244N,12236.9559W,138,4.9,14.9,98,1015.02,8.99,320.36,4,184,0.902,,15.0965,,14.7263,,4.14365,,33.5696,14.568,1504.793
8/6/2019,23:59:40,15:59:40,16:59:40,Start Transect,,,,235940,3849.9534N,12339.6705W,255,4.3,14.9,93,1012.28,25.55,329.74,27,78,0.854,,10.3753,,10.0438,,3.72795,,33.8191,9.725,1488.612
8/7/2019,3:20:05,19:20:05,20:20:05,End Transect,,,,32004,3832.5533N,12418.2499W,241,10.4,15.1,96,1014.48,17.23,318.26,22,48,0.828,,14.7793,,14.4603,,4.1016,,33.4605,14.376,1504.009
8/7/2019,3:59:48,19:59:48,20:59:48,Start Marine Mammal Watch,104,92,,35947,3831.2871N,12410.1361W,101,10.3,15.1,96,1014.81,15.1,333.31,11,283,0.843,,14.3939,,13.9797,,4.06582,,33.4656,13.786,1502.144
8/7/2019,4:36:03,20:36:03,21:36:03,Arrive Station,104,92,,43602,3830.3036N,12402.4213W,25,3.4,15,97,1014.49,19.52,316.33,21,333,0.859,,13.9553,,13.5728,,4.02647,,33.4833,13.438,1501.012
8/7/2019,5:27:05,21:27:05,22:27:05,Net In Water,104,92,,52705,3830.0355N,12401.8897W,112,3.1,17.6,93,1014.82,18.25,332.13,19,220,0.863,,13.8991,,13.5258,,4.0178,,33.4517,13.395,1500.87
8/7/2019,5:46:35,21:46:35,22:46:35,Shoot Doors,104,92,,54635,3829.5630N,12400.7577W,116,4.9,16.1,90,1014.85,11.98,324.18,8,229,0.866,,13.7889,,13.4067,,4.01171,,33.4913,13.265,1500.452
8/7/2019,5:50:14,21:50:14,22:50:14,Begin Fishing (EQ),104,92,,55014,3829.4312N,12400.4141W,122,5,16.2,92,1015,17.6,339.92,14,241,0.865,,13.7758,,13.3881,,4.01073,,33.4936,13.238,1500.37
8/7/2019,6:35:21,22:35:21,23:35:21,Haul Back,104,92,,63520,3827.6903N,12357.2022W,131,3.9,22.8,67,1014.74,20.65,323.66,16,204,0.872,,13.4702,,13.1078,,3.98192,,33.4921,13.001,1499.572
8/7/2019,7:30:09,23:30:09,0:30:09,Net on Deck,104,92,,73008,3826.0092N,12355.0278W,137,3.6,14.9,98,1014.35,23.59,321.24,21,188,0.81,,14.5954,,14.2214,,4.07592,,33.3843,14.112,1503.111
8/7/2019,7:30:10,23:30:10,0:30:10,End Marine Mammal Watch,104,92,,73009,3826.0086N,12355.0268W,134,3.6,14.9,98,1014.35,22.54,323.25,19,192,0.81,,14.5952,,14.2215,,4.07608,,33.386,14.115,1503.114
8/7/2019,7:33:30,23:33:30,0:33:30,Depart Station,104,92,,73329,3825.8351N,12354.8297W,141,4.7,14.8,96,1014.53,23.7,321.88,20,183,0.809,,14.6071,,14.2353,,4.07787,,33.3921,14.126,1503.143
8/7/2019,7:35:01,23:35:01,0:35:01,Start Marine Mammal Watch,105,93,,73501,3825.7497N,12354.7360W,139,4.2,14.8,97,1014.65,21.19,322.61,17,191,0.81,,14.6131,,14.2391,,4.07816,,33.3897,14.129,1503.146
8/7/2019,7:44:38,23:44:38,0:44:38,Arrive Station,105,93,,74437,3825.1438N,12353.3510W,117,10.9,15.6,94,1014.73,15.37,313.79,6,243,0.811,,14.6006,,14.2252,,4.07604,,33.381,14.108,1503.046
8/7/2019,7:49:33,23:49:33,0:49:33,Net In Water,105,93,,74933,3824.8251N,12352.7776W,139,4.5,14.8,93,1014.39,22.49,321.96,18,183,0.809,,14.5858,,14.2072,,4.07325,,33.3682,14.086,1502.993
8/7/2019,8:31:19,0:31:19,1:31:19,Shoot Doors,105,93,,83118,3823.0502N,12350.8994W,143,4.9,14.8,97,1014.07,25.77,318.81,22,172,0.809,,14.6262,,14.2799,,4.07658,,33.3639,14.162,1503.238
8/7/2019,8:35:16,0:35:16,1:35:16,Begin Fishing (EQ),105,93,,83515,3822.7552N,12350.6459W,146,5.2,14.8,97,1014.1,26.07,320.85,22,172,0.81,,14.6256,,14.2786,,4.07733,,33.3713,14.161,1503.236
8/7/2019,9:20:12,1:20:12,2:20:12,Haul Back,105,93,,92011,3819.6972N,12348.3836W,152,4.8,15,95,1013.84,25.78,327.52,21,181,0.803,,14.3107,,13.9242,,4.04993,,33.3915,13.757,1502.091
8/7/2019,10:07:30,2:07:30,3:07:30,Net on Deck,105,93,,100730,3817.0639N,12346.9641W,125,3.6,16.8,81,1014.03,23.33,325.74,20,190,0.884,,12.4754,,12.114,,3.90103,,33.6063,11.928,1496.086
8/7/2019,10:07:32,2:07:32,3:07:32,End Marine Mammal Watch,105,93,,100731,3817.0632N,12346.9630W,125,3.7,16.8,81,1014.03,25.65,313.91,22,204,0.883,,12.4754,,12.1143,,3.90095,,33.6056,11.928,1496.089
8/7/2019,10:08:50,2:08:50,3:08:50,Start Marine Mammal Watch,106,94,,100849,3817.0001N,12346.8924W,141,4,15,85,1013.89,25,318.48,21,181,0.884,,12.4668,,12.1101,,3.90003,,33.6044,11.93,1496.097
8/7/2019,10:15:25,2:15:25,3:15:25,Depart Station,105,93,,101524,3816.5516N,12346.5606W,149,5,14.7,95,1013.84,25.88,322.54,21,180,0.877,,12.4054,,12.0474,,3.89439,,33.6052,11.859,1495.852
8/7/2019,10:25:04,2:25:04,3:25:04,Net In Water,106,94,,102503,3815.6061N,12345.7006W,140,4.6,14.6,95,1014,23.6,320.16,19,183,0.882,,12.1989,,11.8447,,3.87574,,33.6106,11.663,1495.187
8/7/2019,10:38:27,2:38:27,3:38:27,Shoot Doors,106,94,,103826,3814.9090N,12345.0455W,137,4.2,14.6,95,1013.87,17.09,323.19,15,181,0.879,,12.1192,,11.7634,,3.86967,,33.6237,11.59,1494.971
8/7/2019,10:42:54,2:42:54,3:42:54,Begin Fishing (EQ),106,94,,104253,3814.6327N,12344.7804W,143,4.4,14.6,95,1013.83,24.39,319.8,20,183,0.87,,12.1396,,11.7861,,3.87329,,33.6404,11.616,1495.076
8/7/2019,11:27:56,3:27:56,4:27:56,Haul Back,106,94,,112755,3812.3932N,12342.2866W,137,3.7,14.5,93,1014.12,20.74,322.41,19,187,0.799,,12.8431,,12.5011,,3.92591,,33.5165,12.375,1497.519
8/7/2019,11:33:10,3:33:10,4:33:10,Doors Up,106,94,,113309,3812.2220N,12342.0626W,131,2.9,14.6,94,1013.87,24.76,320.61,20,184,0.799,,12.9034,,12.5571,,3.93131,,33.5144,12.429,1497.689
8/7/2019,12:14:56,4:14:56,5:14:56,Net on Deck,106,94,,121455,3810.8781N,12340.1097W,136,4.9,14.4,94,1013.69,25.78,324.05,19,185,0.782,,12.9262,,12.5717,,3.93493,,33.5285,12.422,1497.692
8/7/2019,12:14:57,4:14:57,5:14:57,End Marine Mammal Watch,106,94,,121456,3810.8771N,12340.1086W,136,4.8,14.4,94,1013.69,23.9,314.49,19,175,0.782,,12.9257,,12.5719,,3.93484,,33.5281,12.423,1497.7
8/7/2019,12:19:38,4:19:38,5:19:38,Depart Station,106,94,,121938,3810.5089N,12339.5663W,127,8.6,20,77,1013.77,24.45,315.09,16,201,0.781,,12.9072,,12.5529,,3.93433,,33.5397,12.41,1497.645
8/7/2019,17:35:13,9:35:13,10:35:13,Start Transect,,,41,173512,3752.9751N,12244.1880W,275,8,13.3,98,1014.32,16.81,302.4,24,18,0.924,,14.1299,,13.8914,,4.00044,,33.0913,12.985,1499.144
8/7/2019,18:04:51,10:04:51,11:04:51,UCTD Deployed,,,,180450,3750.5540N,12249.4124W,239,8.2,13.7,98,1014.92,12.57,300.37,18,36,1.022,,13.9877,,13.7872,,3.98538,,33.0744,13.511,1500.717
8/7/2019,19:44:52,11:44:52,12:44:52,UCTD Deployed,,,,194451,3742.3136N,12307.4847W,243,7.9,14.7,94,1015.49,15.05,293.2,20,34,1.428,,13.9528,,13.6937,,4.03259,,33.5422,13.576,1501.425
8/7/2019,21:29:14,13:29:14,14:29:14,End Transect,,,41,212913,3733.5047N,12326.6586W,240,10,15.4,94,1016.02,14.23,299.88,21,34,1.177,,14.0043,,13.696,,4.0415,,33.5799,13.426,1500.998
8/7/2019,22:33:14,14:33:14,15:33:14,Start Transect,,,40,223313,3722.5329N,12324.4266W,65,4.2,16.8,93,1016.26,10.61,298.42,8,266,1.038,,15.17,,14.8313,,4.13661,,33.443,14.646,1504.961
8/7/2019,22:38:37,14:38:37,15:38:37,Break Transect,,,40,223837,3722.8954N,12323.6618W,61,8.4,15.5,96,1016.32,12.79,285.52,9,271,1.082,,15.1021,,14.7881,,4.12989,,33.4403,14.596,1504.69
8/7/2019,22:46:26,14:46:26,15:46:26,Resume Transect,,,,224626,3722.5585N,12324.2913W,240,10.3,15.7,96,1015.73,12.49,285.94,21,29,1.066,,15.1698,,14.8328,,4.13658,,33.4429,14.681,1505.059
8/7/2019,23:18:08,15:18:08,16:18:08,End Transect,,,40 offshore,231807,3719.8414N,12330.2873W,240,10.4,16,95,1015.69,13.53,298.69,22,37,1.007,,15.3781,,4.15713,,33.4503,,15.0502,14.824,1505.143
