Date,Time,PST,PDT,Button,Order Occ,Trawl,Notes,MX512-Time,MX512-Lat,MX512-Lon,MX512-COG,MX512-SOG,AirTemp2,RelHum1,Baro-Cal-AtSeaLevel-VALUE,TrueWind-SPEED,TrueWind-DIRECTION,RelWindbird-Spd,RelWindbird-Dir,Fluoro,TSG-SBE21-Temp,TSG-SBE45-Temp,TSG-SBE38-Temp2 for 21,TSG-SBE38-Temp2 for 45,TSG-SBE21-Cond,TSG-SBE45-Cond,TSG-SBE21-Sal,TSG-SBE45-Sal,Valeport-UVSVP-Temp,Valeport-UVSVP-SVel
8/8/2019,0:06:38,16:06:38,17:06:38,Resume Transect,,,40,637,3722.8615N,12323.5743W,60,11.2,15.7,97,1015.61,12.41,269.88,6,262,1.077,,15.2325,,14.8974,,4.14284,,33.4458,14.671,1505.042
8/8/2019,1:27:12,17:27:12,18:27:12,UCTD Deployed,,,,12711,3730.2651N,12307.4642W,61,8.6,15.4,97,1014.68,8.84,272.28,8,266,1.357,,14.6654,,14.2554,,4.08545,,33.4112,14.129,1503.264
8/8/2019,3:41:53,19:41:53,20:41:53,End Transect,,,40,34152,3742.2042N,12241.3051W,62,10.3,14.7,97,1014.32,11.17,263.99,4,275,1.134,,14.5499,,14.2448,,4.02318,,32.9413,14.119,1502.641
8/8/2019,4:10:48,20:10:48,21:10:48,Start Marine Mammal Watch,107,95,,41047,3739.5524N,12244.4934W,231,10.4,14.8,97,1014.22,13.57,279.19,21,29,1.314,,14.6414,,14.2887,,4.08191,,33.3996,14.145,1503.162
8/8/2019,4:40:30,20:40:30,21:40:30,Arrive Station,107,95,,44029,3736.1152N,12249.3837W,250,7.7,14.9,96,1014.57,17.03,296.7,23,18,1.294,,14.2213,,13.9033,,4.04617,,33.4343,13.788,1502.126
8/8/2019,4:43:23,20:43:23,21:43:23,Net In Water,107,95,,44322,3736.1666N,12249.5490W,300,1.5,14.9,97,1014.98,19.53,288.16,21,345,1.295,,14.2636,,13.9115,,4.05001,,33.433,13.782,1502.08
8/8/2019,4:59:21,20:59:21,21:59:21,Shoot Doors,107,95,,45920,3736.4072N,12250.2033W,292,4.1,14.9,97,1014.84,17.8,294.75,22,358,1.382,,14.1991,,13.8439,,4.04428,,33.4361,13.712,1501.846
8/8/2019,5:03:43,21:03:43,22:03:43,Begin Fishing (EQ),107,95,,50342,3736.5312N,12250.5605W,292,3.8,14.9,96,1014.9,16.3,293.12,21,357,1.441,,14.1822,,13.8422,,4.04411,,33.4492,13.694,1501.795
8/8/2019,5:49:30,21:49:30,22:49:30,Haul Back,107,95,,54929,3737.8270N,12253.5343W,302,3,14.8,96,1014.7,20.02,295.56,23,353,1.593,,13.8202,,13.4599,,4.01673,,33.5107,13.31,1500.62
8/8/2019,5:55:24,21:55:24,22:55:24,Doors Up,107,95,,55523,3737.9154N,12253.7290W,300,2.2,14.8,96,1014.66,21.81,294.94,23,350,1.597,,13.7903,,13.4388,,4.01354,,33.5071,13.281,1500.584
8/8/2019,6:20:21,22:20:21,23:20:21,Net on Deck,107,95,,62020,3737.8215N,12254.5909W,222,2.3,14.5,97,1014.33,19.44,298.88,20,36,1.756,,13.7491,,13.394,,4.01126,,33.5218,13.255,1500.462
8/8/2019,6:20:21,22:20:21,23:20:21,End Marine Mammal Watch,107,95,,62020,3737.8215N,12254.5909W,222,2.3,14.5,97,1014.33,19.44,298.88,20,36,1.756,,13.7491,,13.394,,4.01126,,33.5218,13.255,1500.462
8/8/2019,6:31:11,22:31:11,23:31:11,Depart Station,107,95,,63110,3737.2981N,12255.5532W,240,8.6,14.6,97,1014.34,19.62,299.79,24,34,1.849,,13.7715,,13.4185,,4.01393,,33.5272,13.289,1500.576
8/8/2019,6:41:11,22:41:11,23:41:11,Start Marine Mammal Watch,108,96,,64110,3736.4694N,12257.3748W,240,10.1,14.7,97,1014.17,19.1,297.15,26,34,1.649,,13.6126,,13.2742,,3.99948,,33.5315,13.143,1500.042
8/8/2019,7:13:22,23:13:22,0:13:22,Arrive Station,108,96,,71321,3733.4848N,12303.0868W,130,3.9,15.1,99,1015.32,17.76,304.52,14,183,1.502,,14.255,,13.8942,,4.0479,,33.4211,13.76,1502.021
8/8/2019,7:13:56,23:13:56,0:13:56,Net In Water,108,96,,71356,3733.4609N,12303.0472W,126,4,15,98,1015.27,19,305.61,17,183,1.501,,14.2533,,13.8961,,4.04634,,33.4081,13.754,1501.991
8/8/2019,7:27:36,23:27:36,0:27:36,Shoot Doors,108,96,,72735,3732.9497N,12302.1508W,123,4.6,15.1,95,1015.31,21.49,307.03,17,187,1.391,,13.8566,,13.4946,,4.0142,,33.4553,13.327,1500.6
8/8/2019,7:31:22,23:31:22,0:31:22,Begin Fishing (EQ),108,96,,73121,3732.7705N,12301.8153W,124,4.5,15,95,1015.33,15.4,304.64,11,183,1.368,,13.8153,,13.4894,,4.0115,,33.4663,13.349,1500.7
8/8/2019,8:16:31,0:16:31,1:16:31,Haul Back,108,96,,81630,3730.9513N,12258.7517W,124,4.2,15,97,1015.37,18.1,302.78,14,183,1.282,,13.819,,13.4734,,4.01248,,33.4722,13.341,1500.675
8/8/2019,9:00:55,1:00:55,2:00:55,Net on Deck,108,96,,90054,3729.8345N,12256.1200W,124,3,17,73,1015.5,19.28,305.14,15,205,1.194,,14.0663,,13.7024,,4.03222,,33.4399,13.518,1500.766
8/8/2019,9:00:56,1:00:56,2:00:56,End Marine Mammal Watch,108,96,,90055,3729.8342N,12256.1188W,123,2.9,17,73,1015.5,16.99,307.38,14,201,1.195,,14.067,,13.7019,,4.03222,,33.4394,13.459,1501.074
8/8/2019,9:05:53,1:05:53,2:05:53,Depart Station,108,96,,90552,3729.7082N,12255.8111W,120,3.8,17.9,73,1015.36,19.59,298.59,16,189,1.244,,14.2211,,13.891,,4.04617,,33.4345,13.785,1502.102
8/8/2019,9:49:37,1:49:37,2:49:37,Start Marine Mammal Watch,109,97,,94936,3728.2616N,12303.8842W,258,10,15.1,99,1015,15.55,299.1,23,20,1.421,,14.4997,,14.1539,,4.06947,,33.4078,14.024,1502.816
8/8/2019,10:12:53,2:12:53,3:12:53,Arrive Station,109,97,,101252,3727.9182N,12308.4593W,303,4.1,15.1,100,1014.97,15.93,295.71,20,349,1.435,,14.4488,,14.0957,,4.06943,,33.4513,13.954,1502.657
8/8/2019,10:20:35,2:20:35,3:20:35,Net In Water,109,97,,102034,3728.0554N,12308.7949W,311,1.2,15.1,100,1015.1,16.86,291.85,18,342,1.432,,14.3991,,14.0524,,4.06242,,33.4299,13.916,1502.534
8/8/2019,10:35:35,2:35:35,3:35:35,Shoot Doors,109,97,,103534,3728.4689N,12309.6193W,303,4.5,15.1,100,1015.26,15.52,296.55,20,351,1.39,,14.3844,,14.0431,,4.06533,,33.4694,13.916,1502.574
8/8/2019,10:39:19,2:39:19,3:39:19,Begin Fishing (EQ),109,97,,103918,3728.6435N,12309.9393W,303,4.6,15,100,1015.26,12.31,299.44,18,354,1.367,,14.4227,,14.0829,,4.07042,,33.483,13.961,1502.719
8/8/2019,11:24:21,3:24:21,4:24:21,Haul Back,109,97,,112420,3730.1963N,12313.3385W,293,4.1,14.9,101,1015.3,12.82,298.97,17,359,1.249,,14.351,,14.0067,,4.0618,,33.4658,13.877,1502.432
8/8/2019,12:19:10,4:19:10,5:19:10,Net on Deck,109,97,,121909,3730.8755N,12315.6848W,284,2.4,14.9,101,1015.24,15.66,297.94,17,6,1.263,,14.4728,,14.0999,,4.07229,,33.4569,13.971,1502.712
8/8/2019,12:19:10,4:19:10,5:19:10,End Marine Mammal Watch,109,97,,121909,3730.8755N,12315.6848W,286,2.5,14.9,101,1015.24,14.55,297.83,17,7,1.263,,14.4728,,14.0999,,4.07229,,33.4569,13.969,1502.713
8/8/2019,12:29:29,4:29:29,5:29:29,Depart Station,109,97,,122928,3730.6330N,12315.9983W,156,8.4,14.9,101,1015.51,11.92,308.88,7,115,1.265,,14.4831,,14.1063,,4.07267,,33.4514,13.974,1502.71
8/8/2019,17:31:39,9:31:39,10:31:39,Start Transect,,,35,173138,3640.1289N,12248.4036W,53,9,16.6,94,1017.64,7.24,249.67,3,336,0.985,,16.4374,,16.0851,,4.24173,,33.3082,15.908,1508.617
8/8/2019,18:02:13,10:02:13,11:02:13,UCTD Deployed,,,,180212,3642.7157N,12242.9319W,60,8.2,15.7,101,1017.81,7.13,253.71,3,18,0.985,,15.5838,,15.3166,,4.15941,,33.2962,15.156,1506.257
8/8/2019,19:56:52,11:56:52,12:56:52,UCTD Deployed,,,,195651,3651.7317N,12223.3697W,59,7.9,15,101,1017.31,6.09,246.06,2,341,1.022,,15.0615,,14.6939,,4.11471,,33.3378,14.317,1503.697
8/8/2019,21:20:21,13:20:21,14:20:21,End Transect,,,35,212020,3657.9315N,12210.0222W,58,6,14.8,96,1015.77,23.32,298.24,21,259,1.432,,13.4323,,13.289,,3.99152,,33.6155,12.896,1500.075
8/8/2019,22:49:48,14:49:48,15:49:48,Start Transect,,,34,224947,3653.3955N,12154.5137W,236,6.5,16,85,1014.04,21.76,275.59,26,25,1.422,,13.8701,,13.6529,,4.02381,,33.5329,13.205,1500.677
8/9/2019,0:05:22,16:05:22,17:05:22,Break Transect,,,34,521,3647.0902N,12208.2815W,238,10.2,15.4,100,1015.06,20.96,301.3,28,33,1.097,,12.962,,12.7717,,3.94136,,33.5578,12.605,1498.374
8/9/2019,3:10:09,19:10:09,20:10:09,Start Marine Mammal Watch,110,98,,31009,3709.5093N,12235.3072W,319,10.4,15.6,103,1015.98,9.72,306.58,20,353,1.536,,14.9482,,14.6245,,4.12866,,33.5612,13.906,1502.673
8/9/2019,4:09:50,20:09:50,21:09:50,Arrive Station,110,98,,40949,3711.5817N,12239.6175W,186,3.7,15.5,104,1016.01,10.06,319.05,8,136,1.352,,15.71,,15.2549,,4.18948,,33.4579,14.567,1504.798
8/9/2019,4:10:53,20:10:53,21:10:53,Net In Water,110,98,,41052,3711.5339N,12239.5952W,148,2.9,15.5,104,1016.23,11.76,312.53,9,160,1.34,,15.7314,,15.4565,,4.19235,,33.4653,14.749,1504.933
8/9/2019,4:25:04,20:25:04,21:25:04,Shoot Doors,110,98,,42504,3710.8072N,12239.1528W,156,4.7,15.5,104,1016.14,10.08,313.75,6,140,1.343,,15.7404,,15.4261,,4.19258,,33.4597,15.26,1506.795
8/9/2019,4:28:44,20:28:44,21:28:44,Begin Fishing (EQ),110,98,,42843,3710.5285N,12238.9868W,155,5.2,15.6,104,1016.06,10.73,316.07,6,136,1.341,,15.6992,,15.3607,,4.18835,,33.4569,15.209,1506.658
8/9/2019,5:13:48,21:13:48,22:13:48,Haul Back,110,98,,51348,3707.6034N,12237.1003W,146,4.5,15.7,104,1016.47,10.32,313.64,6,160,1.446,,15.6192,,15.2544,,4.18753,,33.5175,14.903,1505.764
8/9/2019,5:19:10,21:19:10,22:19:10,Doors Up,110,98,,51909,3707.4325N,12236.9583W,145,2.7,15.7,104,1016.41,11.65,315.38,8,164,1.44,,15.6005,,15.288,,4.18654,,33.5246,15.045,1506.203
8/9/2019,5:44:11,21:44:11,22:44:11,Net on Deck,110,98,,54411,3706.4558N,12236.2582W,149,4.6,15.7,104,1016.37,11.34,314,7,157,1.375,,15.1367,,14.8239,,4.13052,,33.4165,14.53,1504.642
8/9/2019,5:44:11,21:44:11,22:44:11,End Marine Mammal Watch,110,98,,54411,3706.4558N,12236.2582W,149,4.6,15.7,104,1016.37,11.34,314,7,157,1.375,,15.1367,,14.8239,,4.13052,,33.4165,14.53,1504.642
8/9/2019,5:54:46,21:54:46,22:54:46,Depart Station,110,98,,55445,3705.1841N,12235.4622W,194,8.6,15.5,104,1016.21,8.92,319.7,8,62,1.432,,15.4008,,15.0836,,4.15616,,33.4222,14.922,1505.822
8/9/2019,6:35:23,22:35:23,23:35:23,Start Marine Mammal Watch,111,99,,63522,3700.3478N,12240.1869W,215,8.8,15.1,104,1015.82,9.29,303.79,13,46,1.286,,15.1781,,14.9284,,4.1315,,33.3899,14.911,1505.659
8/9/2019,7:07:33,23:07:33,0:07:33,Arrive Station,111,99,,70732,3656.7044N,12243.1004W,157,3.7,15.5,104,1015.49,13.47,319.79,10,156,1.267,,15.657,,15.3334,,4.17802,,33.4005,15.229,1506.643
8/9/2019,7:07:54,23:07:54,0:07:54,Net In Water,111,99,,70754,3656.6839N,12243.0894W,158,3.7,15.5,104,1015.4,12.58,325.57,9,165,1.256,,15.6644,,15.3413,,4.17886,,33.4017,15.235,1506.72
8/9/2019,7:24:10,23:24:10,0:24:10,Shoot Doors,111,99,,72409,3655.9107N,12242.6355W,158,4.3,15.5,104,1015.47,13,319.13,9,155,1.242,,15.86,,15.5244,,4.19696,,33.3976,15.367,1507.111
8/9/2019,7:28:17,23:28:17,0:28:17,Begin Fishing (EQ),111,99,,72817,3655.6152N,12242.4756W,156,4.4,15.5,104,1015.37,12.02,316.81,8,151,1.235,,15.8085,,15.4711,,4.19097,,33.3878,15.294,1506.935
8/9/2019,8:13:18,0:13:18,1:13:18,Haul Back,111,99,,81317,3653.0106N,12240.8971W,151,4.1,15.8,104,1015.44,8.06,336.73,5,191,1.119,,15.5847,,15.2674,,4.15783,,33.2813,15.168,1506.33
8/9/2019,8:58:36,0:58:36,1:58:36,Net on Deck,111,99,,85836,3651.1982N,12239.3660W,138,3.5,15.6,104,1015.17,3.73,333.5,1,268,1.073,,15.6668,,15.3412,,4.16662,,33.2904,15.118,1506.166
8/9/2019,8:58:37,0:58:37,1:58:37,End Marine Mammal Watch,111,99,,85837,3651.1975N,12239.3651W,137,3.5,15.6,104,1015.27,3.78,332.19,1,264,1.073,,15.6674,,15.3417,,4.16666,,33.2903,15.115,1506.12
8/9/2019,9:09:08,1:09:08,2:09:08,Depart Station,111,99,,90907,3650.7471N,12238.7730W,85,5.9,15.4,104,1015.07,3.92,268.16,2,357,1.065,,15.649,,15.3147,,4.16449,,33.2864,15.186,1506.399
8/9/2019,9:27:22,1:27:22,2:27:22,Start Marine Mammal Watch,112,100,,92722,3650.9757N,12235.5379W,84,8.9,15.2,104,1015.07,8.92,303.35,6,290,1.082,,16.0511,,15.7244,,4.20288,,33.2892,15.658,1507.874
8/9/2019,9:59:00,1:59:00,2:59:00,Arrive Station,112,100,,95859,3651.2389N,12229.9576W,166,4.3,15.5,104,1014.78,13.66,317.47,10,135,1.067,,16.2217,,15.8856,,4.22168,,33.3122,15.768,1508.185
8/9/2019,9:59:23,1:59:23,2:59:23,Net In Water,112,100,,95922,3651.2123N,12229.9478W,165,4.3,15.5,104,1014.82,12.97,326.51,9,150,1.067,,16.223,,15.8925,,4.22185,,33.3126,15.784,1508.309
8/9/2019,10:13:21,2:13:21,3:13:21,Shoot Doors,112,100,,101320,3650.5250N,12229.5472W,154,4.2,15.5,104,1014.79,14.17,328.65,9,167,1.073,,16.3095,,15.9804,,4.22972,,33.3095,15.877,1508.563
8/9/2019,10:17:31,2:17:31,3:17:31,Begin Fishing (EQ),112,100,,101730,3650.2255N,12229.3656W,154,4.6,15.4,104,1014.81,12.64,324.81,8,167,1.075,,16.2878,,15.9518,,4.22684,,33.3023,15.844,1508.44
8/9/2019,11:02:33,3:02:33,4:02:33,Haul Back,112,100,,110232,3647.4582N,12227.6944W,156,4.4,15.5,103,1014.91,9.23,329.15,5,164,1.044,,16.2554,,15.9129,,4.22137,,33.2812,15.795,1508.299
8/9/2019,11:06:58,3:06:58,4:06:58,Doors Up,112,100,,110657,3647.2523N,12227.5833W,155,2.7,15.5,103,1014.93,10.69,331.56,8,175,1.036,,16.2847,,15.9514,,4.22454,,33.2846,15.845,1508.463
8/9/2019,11:41:10,3:41:10,4:41:10,Net on Deck,112,100,,114110,3646.0056N,12226.7657W,136,2.8,16.5,101,1014.91,5.42,334.19,3,229,1.014,,15.98,,15.6367,,4.19447,,33.2744,15.451,1507.251
8/9/2019,11:41:11,3:41:11,4:41:11,End Marine Mammal Watch,112,100,,114111,3646.0051N,12226.7650W,136,2.8,16.5,101,1014.97,5.41,337.97,3,238,1.015,,15.979,,15.6368,,4.19434,,33.2741,15.454,1507.248
8/9/2019,11:47:48,3:47:48,4:47:48,Depart Station,112,100,,114747,3645.7692N,12226.6956W,181,2.1,15.6,101,1014.93,7.8,331.34,7,144,1.011,,15.8597,,15.5236,,4.18294,,33.2732,15.394,1507.023
8/9/2019,13:25:11,5:25:11,6:25:11,Resume Transect,,,34,132510,3634.6171N,12235.0588W,60,5.9,14.9,102,1015.26,5.92,312.64,7,311,1.228,,14.243,,13.8867,,4.05203,,33.4695,13.725,1501.936
8/9/2019,13:35:59,5:35:59,6:35:59,Break Transect,,,34,133558,3635.5288N,12233.3194W,57,9.8,15.2,103,1015.38,4.79,315.32,10,325,1.238,,14.0606,,13.721,,4.03501,,33.4707,13.557,1501.382
8/9/2019,13:49:08,5:49:08,6:49:08,Resume Transect,,,34 extended,134907,3634.7410N,12234.9743W,239,10.1,15.1,103,1015.43,5.02,356.11,9,33,1.262,,14.1551,,4.04271,,33.4598,,13.8297,13.705,1501.856
8/9/2019,14:19:08,6:19:08,7:19:08,End Transect,,,34 extended,141907,3632.1198N,12240.5092W,241,10.6,15.8,104,1015.42,6.32,334.54,12,32,1.151,,14.9781,,4.097,,33.2485,,14.6291,14.478,1504.142
8/9/2019,15:01:03,7:01:03,8:01:03,Resume Transect,,,34,150102,3635.4530N,12233.4845W,62,10.7,15.1,103,1015.82,5.7,11.73,15,342,1.327,,14.1254,,13.7331,,4.02988,,33.3671,13.489,1501.029
8/9/2019,15:31:23,7:31:23,8:31:23,UCTD Deployed,,,,153122,3638.0011N,12227.8753W,60,8.4,15,103,1015.98,6.99,301.83,8,308,1.449,,13.7434,,13.3813,,4.00995,,33.5146,13.178,1500.198
8/9/2019,17:06:21,9:06:21,10:06:21,UCTD Deployed,,,,170620,3645.9276N,12210.7208W,61,7.9,14.3,103,1016.32,7.56,294.8,7,297,1.22,,13.6156,,13.2385,,3.9897,,33.4374,13.006,1499.597
8/9/2019,17:24:38,9:24:38,10:24:38,End Transect,,,34,172437,3647.3293N,12207.7668W,59,9.4,14.1,102,1016.32,1.63,267.09,8,1,1.201,,12.6012,,12.2232,,3.90924,,33.5725,11.821,1495.69
8/9/2019,18:55:49,10:55:49,11:55:49,Start Transect,,,33,185548,3643.6387N,12150.2741W,244,6.5,15.4,94,1015.69,12.28,278.79,18,23,1.668,,14.6894,,14.5567,,4.10562,,33.5747,14.287,1503.904
8/9/2019,19:25:03,11:25:03,12:25:03,UCTD Deployed,,,,192503,3641.8851N,12154.1052W,239,7.5,14.7,98,1015.76,10.31,274.25,17,22,1.277,,13.1304,,12.8991,,3.95947,,33.5802,12.526,1498.083
8/9/2019,21:09:43,13:09:43,14:09:43,UCTD Deployed,,,,210942,3633.4218N,12212.3278W,243,7.9,15.7,101,1015.64,10.33,285.81,17,25,1.258,,13.2581,,12.9209,,3.96731,,33.5414,12.585,1498.246
8/10/2019,0:48:27,16:48:27,17:48:27,End Transect,,,33,4827,3615.4103N,12250.8310W,238,10.3,18,100,1015.05,7.38,270.28,17,12,1.151,,17.4316,,16.7458,,4.33381,,33.2839,16.324,1509.996
8/10/2019,3:04:12,19:04:12,20:04:12,Start Marine Mammal Watch,113,101,,30411,3632.7440N,12236.0631W,34,9,16.2,103,1014.47,7.07,272.24,8,307,1.348,,15.3545,,14.8678,,4.14206,,33.335,14.257,1503.512
8/10/2019,4:03:28,20:03:28,21:03:28,Arrive Station,113,101,,40327,3639.8823N,12229.8675W,154,2,15.4,105,1014.57,8.03,321.09,6,153,1.504,,14.7138,,14.312,,4.09816,,33.4855,13.502,1501.26
8/10/2019,4:04:12,20:04:12,21:04:12,Net In Water,113,101,,40411,3639.8577N,12229.8564W,161,2.2,15.4,105,1014.55,7.9,314.89,6,144,1.516,,14.8358,,14.6289,,4.11093,,33.4967,13.414,1500.932
8/10/2019,4:18:20,20:18:20,21:18:20,Shoot Doors,113,101,,41819,3639.1787N,12229.5000W,155,4.1,15.4,105,1014.67,7.35,309.53,4,129,1.431,,14.0757,,13.788,,4.03501,,33.4576,13.457,1501.085
8/10/2019,4:21:42,20:21:42,21:21:42,Begin Fishing (EQ),113,101,,42141,3638.9514N,12229.3638W,156,4.4,15.5,105,1014.7,7.72,313.92,4,135,1.434,,14.0276,,13.678,,4.03082,,33.4607,13.424,1500.97
8/10/2019,5:12:25,21:12:25,22:12:25,Doors Up,113,101,,51224,3636.2973N,12227.7815W,161,2.4,15.8,105,1014.72,3.35,334.4,1,165,1.512,,13.8398,,13.5343,,4.00845,,33.4165,13.308,1500.584
8/10/2019,5:39:16,21:39:16,22:39:16,Net on Deck,113,101,,53915,3635.4628N,12227.2028W,165,2.5,14.6,105,1014.8,2.92,51.67,3,298,1.471,,14.2752,,13.8086,,4.04597,,33.3858,13.301,1500.575
8/10/2019,5:39:21,21:39:21,22:39:21,End Marine Mammal Watch,113,101,,53920,3635.4593N,12227.2015W,164,2.5,14.6,105,1014.89,2.41,29.88,2,299,1.471,,14.2584,,13.7997,,4.04308,,33.3737,13.299,1500.534
8/10/2019,5:42:51,21:42:51,22:42:51,Depart Station,113,101,,54250,3635.2414N,12227.1292W,164,6,14.7,106,1014.83,2.57,61.65,6,337,1.449,,14.461,,14.1116,,4.06246,,33.3769,13.428,1500.841
8/10/2019,5:49:12,21:49:12,22:49:12,Start Marine Mammal Watch,114,102,,54911,3634.4278N,12226.8438W,164,8.5,14.7,106,1014.82,2.13,53.31,8,347,1.456,,14.0237,,13.678,,4.02291,,33.3908,13.334,1500.643
8/10/2019,6:25:45,22:25:45,23:25:45,Arrive Station,114,102,,62545,3629.5554N,12225.2093W,139,3.3,14.7,106,1014.84,2.2,88.47,5,352,1.442,,13.9569,,13.526,,4.02647,,33.4819,12.961,1499.438
8/10/2019,6:26:33,22:26:33,23:26:33,Net In Water,114,102,,62632,3629.5242N,12225.1739W,137,3.1,14.7,106,1014.88,2.78,76.35,5,344,1.446,,13.7861,,13.4431,,4.0111,,33.488,12.98,1499.523
8/10/2019,6:41:34,22:41:34,23:41:34,Shoot Doors,114,102,,64134,3628.9130N,12224.4720W,136,4,14.5,106,1014.8,2.8,4.51,3,329,1.45,,14.0665,,13.7807,,4.03695,,33.4835,12.921,1499.243
8/10/2019,6:45:33,22:45:33,23:45:33,Begin Fishing (EQ),114,102,,64532,3628.7041N,12224.2125W,138,4.6,14.5,106,1014.75,4.05,12.63,4,316,1.471,,14.7385,,14.4078,,4.10239,,33.5029,13.453,1501.479
8/10/2019,7:30:31,23:30:31,0:30:31,Haul Back,114,102,,73030,3626.7963N,12221.7276W,131,3.8,14.4,106,1014.82,4.31,339.63,2,271,1.65,,14.7079,,14.3606,,4.10414,,33.5451,13.783,1502.134
8/10/2019,8:21:55,0:21:55,1:21:55,Net on Deck,114,102,,82154,3625.3503N,12219.3678W,111,3.5,15.2,106,1014.62,2.57,344.8,2,333,1.769,,14.3027,,13.848,,4.06432,,33.5309,13.278,1500.579
8/10/2019,8:21:56,0:21:56,1:21:56,End Marine Mammal Watch,114,102,,82155,3625.3498N,12219.3668W,114,3.6,15.2,106,1014.68,2.05,320.79,2,325,1.765,,14.2987,,13.8474,,4.06416,,33.5329,13.282,1500.586
8/10/2019,8:29:19,0:29:19,1:29:19,Depart Station,114,102,,82918,3625.1754N,12218.8391W,109,3.7,15.6,106,1014.62,5.2,354.91,5,290,1.706,,14.4321,,14.1338,,4.07745,,33.5394,13.4,1500.992
8/10/2019,9:43:38,1:43:38,2:43:38,Start Marine Mammal Watch,115,103,,94337,3633.5078N,12212.7080W,31,8,14.7,106,1014.35,2.09,12.01,10,353,1.447,,14.4446,,14.1271,,4.07175,,33.4763,13.78,1502.143
8/10/2019,10:16:34,2:16:34,3:16:34,Arrive Station,115,103,,101633,3636.7791N,12210.0631W,98,2.1,14.1,106,1014.36,0.96,72.68,3,4,1.446,,14.1799,,13.8222,,4.03806,,33.3954,13.5,1501.188
8/10/2019,10:16:52,2:16:52,3:16:52,Net In Water,115,103,,101651,3636.7770N,12210.0508W,103,1.9,14.2,106,1014.38,0.33,11.3,3,8,1.449,,14.1735,,13.8213,,4.03794,,33.3998,13.489,1501.157
8/10/2019,10:32:12,2:32:12,3:32:12,Shoot Doors,115,103,,103211,3636.6627N,12209.3597W,96,3.8,14.4,106,1014.4,0.88,178.22,4,20,1.443,,14.1615,,13.7983,,4.03514,,33.3844,13.557,1501.339
8/10/2019,10:36:07,2:36:07,3:36:07,Begin Fishing (EQ),115,103,,103606,3636.6328N,12209.0040W,98,4.2,14.4,106,1014.38,0.45,216.95,4,16,1.436,,14.1328,,13.7554,,4.03296,,33.3891,13.451,1500.871
8/10/2019,11:21:08,3:21:08,4:21:08,Haul Back,115,103,,112107,3635.4762N,12205.7133W,119,4,14.8,106,1014.5,3,296.6,1,12,1.435,,12.9289,,12.6538,,3.93972,,33.5716,12.032,1496.43
