Date,Time,PST,PDT,Button,Order Occ,Trawl,Notes,MX512-Time,MX512-Lat,MX512-Lon,MX512-COG,MX512-SOG,AirTemp2,RelHum1,Baro-Cal-AtSeaLevel-VALUE,TrueWind-SPEED,TrueWind-DIRECTION,RelWindbird-Spd,RelWindbird-Dir,Fluoro,TSG-SBE21-Temp,TSG-SBE45-Temp,TSG-SBE38-Temp2 for 21,TSG-SBE38-Temp2 for 45,TSG-SBE21-Cond,TSG-SBE45-Cond,TSG-SBE21-Sal,TSG-SBE45-Sal,Valeport-UVSVP-Temp,Valeport-UVSVP-SVel
8/13/2019,5:34:59,21:34:59,22:34:59,Depart Station,122,110,,53458,3546.3866N,12202.1478W,163,5.2,15.2,102,1014.82,23.77,323.1,19,156,2.212,,14.651,,14.3257,,4.09451,,33.5063,14.188,1503.538
8/13/2019,5:39:44,21:39:44,22:39:44,Start Marine Mammal Watch,123,111,,53944,3545.9100N,12201.9840W,163,6.3,15.2,102,1014.91,24.22,335.14,18,171,2.198,,14.7761,,14.4449,,4.10604,,33.5037,14.321,1503.959
8/13/2019,6:12:44,22:12:44,23:12:44,Arrive Station,123,111,,61244,3542.0759N,12200.5125W,161,4.4,15.5,101,1014.9,25.28,327.83,21,164,2.219,,15.1297,,14.7893,,4.1367,,33.4783,14.597,1504.828
8/13/2019,6:13:21,22:13:21,23:13:21,Net In Water,123,111,,61321,3542.0333N,12200.4932W,159,4.3,15.5,101,1014.95,28.49,335.13,24,175,2.221,,15.1001,,14.7747,,4.1342,,33.4811,14.559,1504.804
8/13/2019,6:25:11,22:25:11,23:25:11,Shoot Doors,123,111,,62511,3541.3236N,12200.1813W,162,5,15.5,101,1014.92,27.75,333.38,R,169,2.206,,14.8648,,14.5629,,4.11146,,33.4767,14.371,1504.004
8/13/2019,6:29:10,22:29:10,23:29:10,Begin Fishing (EQ),123,111,,62909,3541.0042N,12200.0332W,157,4.9,15.5,101,1014.9,28.87,331.77,22,167,2.186,,14.8244,,14.5134,,4.1047,,33.4499,14.376,1504.096
8/13/2019,7:14:09,23:14:09,0:14:09,Haul Back,123,111,,71408,3537.9127N,12158.4903W,162,4.5,15.7,99,1014.53,29.38,329.87,25,168,2.185,,15.2482,,14.9211,,4.14888,,33.4868,14.805,1505.476
8/13/2019,7:54:42,23:54:42,0:54:42,Net on Deck,123,111,,75441,3535.6217N,12157.6876W,192,2.9,15.8,99,1014.36,19.83,324.34,18,121,2.157,,15.2823,,14.9648,,4.15267,,33.4918,14.843,1505.597
8/13/2019,7:54:43,23:54:43,0:54:43,End Marine Mammal Watch,123,111,,75442,3535.6206N,12157.6878W,192,3.1,15.8,99,1014.36,19.87,322.79,18,118,2.156,,15.282,,14.9652,,4.15281,,33.4934,14.844,1505.609
8/13/2019,8:03:47,0:03:47,1:03:47,Depart Station,123,111,,80347,3535.2106N,12157.4843W,44,4.7,15.9,97,1014,7.16,255.88,4,138,2.175,,15.3606,,15.0334,,4.16016,,33.4924,14.907,1505.773
8/13/2019,9:44:53,1:44:53,2:44:53,Start Marine Mammal Watch,124,112,,94452,3547.0331N,12145.7613W,43,9.4,14.2,102,1013.52,11.26,293.36,12,301,2.188,,13.8269,,13.5109,,4.01733,,33.5104,13.279,1500.551
8/13/2019,10:17:23,2:17:23,3:17:23,Arrive Station,124,112,,101723,3550.7554N,12141.8356W,156,4.6,13.9,103,1013.68,21.59,332.4,17,167,2.363,,13.1391,,12.8441,,3.96505,,33.6253,12.605,1498.452
8/13/2019,10:17:41,2:17:41,3:17:41,Net In Water,124,112,,101740,3550.7344N,12141.8262W,156,4.6,13.9,103,1013.64,20.56,323.46,16,163,2.367,,13.1397,,12.8428,,3.96582,,33.632,12.612,1498.482
8/13/2019,10:30:20,2:30:20,3:30:20,Shoot Doors,124,112,,103019,3549.8847N,12141.4145W,161,4.9,13.7,104,1013.64,21.83,332.77,17,175,2.378,,13.1638,,12.8552,,3.96969,,33.6472,12.644,1498.597
8/13/2019,10:34:33,2:34:33,3:34:33,Begin Fishing (EQ),124,112,,103433,3549.5483N,12141.2494W,158,5.1,13.7,104,1013.55,24.93,323.59,20,165,2.341,,13.1477,,12.835,,3.96727,,33.6386,12.613,1498.498
8/13/2019,11:19:34,3:19:34,4:19:34,Haul Back,124,112,,111933,3546.6426N,12139.8243W,157,4,13.2,105,1013.75,19,336.53,15,181,2.339,,13.169,,12.8439,,3.9665,,33.6126,12.663,1498.642
8/13/2019,12:03:31,4:03:31,5:03:31,Net on Deck,124,112,,120330,3544.5234N,12139.2695W,171,3.7,13.3,105,1013.76,17.52,334.22,14,163,2.299,,13.3264,,12.9998,,3.97711,,33.5735,12.829,1499.157
8/13/2019,12:03:32,4:03:32,5:03:32,End Marine Mammal Watch,124,112,,120332,3544.5212N,12139.2694W,172,3.7,13.3,105,1013.76,17.58,338.85,14,164,2.302,,13.326,,13,,3.97695,,33.5722,12.83,1499.164
8/13/2019,12:23:01,4:23:01,5:23:01,Depart Station,124,112,,122301,3544.2153N,12137.4308W,72,9.6,13.2,105,1013.81,8.42,269.66,3,303,2.383,,13.3903,,13.0616,,3.97546,,33.5016,12.86,1499.152
8/13/2019,13:50:39,5:50:39,6:50:39,Start Transect,,,27,135038,3546.2832N,12121.4029W,246,6.3,13.2,106,1014.25,2.19,279.46,8,11,2.299,,13.0515,,12.8185,,3.95967,,33.6521,12.202,1497.12
8/13/2019,14:19:47,6:19:47,7:19:47,UCTD Deployed,,,,141947,3544.0164N,12126.4318W,241,8.3,12.1,106,1014.42,9.69,308.29,15,40,2.302,,12.937,,12.6603,,3.93892,,33.5568,12.43,1497.803
8/13/2019,15:46:30,7:46:30,8:46:30,UCTD Deployed,,,,154630,3536.9962N,12141.4293W,241,8.2,13.3,105,1015.12,19.21,322.32,23,55,2.125,,14.1669,,13.8483,,4.04592,,33.4792,13.774,1502.187
8/13/2019,18:16:18,10:16:18,11:16:18,End Transect,,,27,181617,3524.9382N,12207.1549W,239,9.9,17.3,95,1016.77,15.29,323.44,19,54,1.776,,16.9298,,16.5815,,4.29094,,33.328,16.518,1510.662
8/13/2019,19:57:20,11:57:20,12:57:20,Start Transect,,,26,195720,3517.1138N,12158.5357W,65,8.4,17.2,85,1016.5,8.81,226.1,2,104,1.689,,16.9437,,16.7128,,4.2915,,33.3213,16.472,1510.434
8/13/2019,21:19:22,13:19:22,14:19:22,UCTD Deployed,,,,211921,3524.0325N,12143.9498W,63,8,15.7,100,1016.03,7.6,249.73,1,194,1.65,,16.2915,,16.0111,,4.2365,,33.3843,15.858,1508.555
8/13/2019,22:53:35,14:53:35,15:53:35,UCTD Deployed,,,,225334,3532.0313N,12126.8900W,61,7.8,14.6,103,1014.81,7.8,241,0,118,1.689,,15.8607,,15.5689,,4.19416,,33.3721,15.328,1506.913
8/14/2019,0:04:11,16:04:11,17:04:11,End Transect,,,26,410,3537.5815N,12115.1142W,63,5.7,13.9,104,1014.23,15.12,300.66,12,275,2.081,,13.2745,,13.2631,,3.97263,,33.5771,12.125,1496.7
8/14/2019,1:17:07,17:17:07,18:17:07,Start Transect,,,25,11706,3530.4013N,12105.3367W,228,5.1,14.5,102,1014.03,5.81,313.88,8,38,2.284,,13.7444,,13.7677,,4.0095,,33.5096,12.932,1499.656
8/14/2019,1:47:12,17:47:12,18:47:12,UCTD Deployed,,,,14712,3527.9894N,12110.5533W,237,7.3,14.8,101,1013.52,15.68,301.82,21,41,2.1,,15.5633,,15.2939,,4.17573,,33.4595,14.999,1506.102
8/14/2019,2:21:41,18:21:41,19:21:41,Break Transect,,,25,22140,3525.2637N,12116.4257W,240,10,14.3,104,1013.6,15.41,318.32,20,49,2.148,,15.5835,,15.3356,,4.17937,,33.4749,15.131,1506.473
8/14/2019,4:03:57,20:03:57,21:03:57,Start Marine Mammal Watch,125,113,,40356,3536.2855N,12132.2875W,312,10.9,14.8,105,1013.98,13.19,321.68,23,5,2.062,,15.4527,,15.1634,,4.162,,33.4305,14.925,1505.767
8/14/2019,4:43:04,20:43:04,21:43:04,Arrive Station,125,113,,44303,3540.7447N,12138.3934W,317,9.2,14.6,105,1014.66,10.87,326.42,19,3,2.309,,14.0374,,13.7733,,4.03567,,33.4971,13.492,1501.304
8/14/2019,4:47:15,20:47:15,21:47:15,Net In Water,125,113,,44714,3540.7092N,12138.4966W,150,3.2,16.3,106,1014.93,9.01,340.49,7,208,2.227,,13.9805,,13.7055,,4.03095,,33.5028,13.512,1501.352
8/14/2019,5:01:47,21:01:47,22:01:47,Shoot Doors,125,113,,50146,3540.0314N,12137.9996W,151,5,15.5,97,1014.97,10,331.95,5,197,2.267,,14.0875,,13.7889,,4.03432,,33.441,13.535,1501.505
8/14/2019,5:05:10,21:05:10,22:05:10,Begin Fishing (EQ),125,113,,50509,3539.7816N,12137.8162W,149,4.9,14.8,98,1015.04,10.9,326.01,6,184,2.273,,14.1403,,13.8471,,4.0381,,33.4301,13.65,1501.73
8/14/2019,5:35:13,21:35:13,22:35:13,Haul Back,125,113,,53512,3537.8142N,12136.5404W,152,4.3,14.4,103,1015.27,8.37,328.19,4,171,2.207,,14.4359,,14.1198,,4.06644,,33.4351,13.954,1502.713
8/14/2019,5:40:23,21:40:23,22:40:23,Doors Up,125,113,,54023,3537.5498N,12136.3859W,154,3.7,14.4,103,1015.24,7.66,328.23,5,174,2.239,,14.472,,14.1627,,4.06947,,33.4316,14.004,1502.864
8/14/2019,6:04:39,22:04:39,23:04:39,Net on Deck,125,113,,60438,3536.5403N,12135.6707W,152,2.9,14.4,104,1015.24,10.83,321.42,8,174,2.221,,14.8345,,14.5155,,4.10583,,33.4516,14.405,1504.161
8/14/2019,6:04:40,22:04:40,23:04:40,End Marine Mammal Watch,125,113,,60440,3536.5387N,12135.6700W,157,3,14.4,104,1015.24,10.92,325.64,8,175,2.22,,14.8342,,14.5158,,4.10579,,33.4515,14.404,1504.158
8/14/2019,6:10:03,22:10:03,23:10:03,Start Marine Mammal Watch,126,114,,61002,3536.1166N,12135.3527W,147,7.9,14.4,104,1015.17,10.97,325.47,3,168,2.198,,14.9661,,14.6308,,4.11957,,33.4634,14.498,1504.449
8/14/2019,6:11:30,22:11:30,23:11:30,Depart Station,126,114,,61129,3535.9522N,12135.2213W,145,8.3,14.4,104,1015.09,10.26,322.49,2,163,2.197,,14.949,,14.6192,,4.11828,,33.4664,14.456,1504.333
8/14/2019,6:45:11,22:45:11,23:45:11,Arrive Station,126,114,,64511,3532.1428N,12131.5640W,146,5.5,14.8,104,1015.05,13.25,312.76,8,151,1.862,,15.9231,,15.5809,,4.19748,,33.349,15.488,1507.449
8/14/2019,6:45:50,22:45:50,23:45:50,Net In Water,126,114,,64550,3532.0932N,12131.5258W,150,5.3,14.8,104,1015.01,13.05,316.2,8,153,1.868,,15.9225,,15.5802,,4.19716,,33.3466,15.485,1507.442
8/14/2019,6:59:19,22:59:19,23:59:19,Shoot Doors,126,114,,65918,3531.2852N,12130.9442W,148,4.9,14.9,104,1014.95,16.98,323.62,12,165,1.855,,15.8681,,15.544,,4.19162,,33.3433,15.423,1507.238
8/14/2019,7:02:44,23:02:44,0:02:44,Begin Fishing (EQ),126,114,,70243,3531.0192N,12130.7680W,151,5,14.9,104,1014.99,20.05,324.76,15,165,1.853,,15.8569,,15.5357,,4.19128,,33.3496,15.415,1507.223
8/14/2019,7:47:38,23:47:38,0:47:38,Haul Back,126,114,,74738,3528.0927N,12129.0162W,156,4.2,14.6,105,1014.78,18.17,330.07,14,175,1.995,,15.67,,15.368,,4.17631,,33.3742,15.223,1506.631
8/14/2019,8:25:58,0:25:58,1:25:58,Net on Deck,126,114,,82557,3526.1711N,12128.1400W,182,3.2,14.5,105,1014.58,18.45,327.16,16,147,2.057,,15.4992,,15.199,,4.16196,,33.3906,15.052,1506.133
8/14/2019,8:25:59,0:25:59,1:25:59,End Marine Mammal Watch,126,114,,82558,3526.1701N,12128.1399W,182,3.3,14.5,105,1014.58,17.65,328.73,15,146,2.056,,15.5,,15.1989,,4.16192,,33.3896,15.051,1506.119
8/14/2019,8:31:48,0:31:48,1:31:48,Depart Station,126,114,,83147,3525.8790N,12128.0020W,156,3.5,14.4,105,1014.7,16.45,327.72,13,175,2.065,,15.4793,,15.1804,,4.15978,,33.388,15.015,1506.053
8/14/2019,13:28:08,5:28:08,6:28:08,Start Transect,,,23,132808,3512.6881N,12052.9916W,242,5.9,12.1,106,1015.24,6.8,165.61,6,332,2.255,,13.7509,,13.4765,,4.01519,,33.557,12.365,1497.579
8/14/2019,13:40:15,5:40:15,6:40:15,UCTD Deployed,,,,134014,3511.7740N,12055.0073W,240,7.6,11.6,105,1015.13,4.8,87.37,3,340,2.274,,13.4463,,13.2962,,3.98937,,33.583,13.046,1499.769
8/14/2019,15:34:57,7:34:57,8:34:57,UCTD Deployed,,,,153457,3502.3038N,12114.9690W,238,8.4,13.3,105,1015.5,10.72,317.35,13,41,2.083,,15.6203,,15.2944,,4.18111,,33.4593,15.189,1506.639
8/14/2019,17:39:40,9:39:40,10:39:40,UCTD Deployed,,,,173939,3451.8281N,12137.1302W,238,7.9,15.3,106,1016.45,10.48,319.75,14,50,2.128,,15.4202,,15.0903,,4.16537,,33.4884,14.951,1505.948
8/14/2019,21:21:58,13:21:58,14:21:58,UCTD Deployed,,,,212157,3433.2870N,12216.1684W,245,7.9,17.8,96,1016.21,16.45,318.03,19,51,1.694,,17.3669,,17.0377,,4.31796,,33.2009,16.933,1511.699
8/15/2019,2:30:29,18:30:29,19:30:29,End Transect,,,23,23028,3407.5372N,12310.0657W,242,10.1,17.7,96,1015.91,19.59,325.07,23,56,1.57,,18.1333,,17.8265,,4.37689,,33.0791,17.702,1513.781
8/15/2019,6:39:05,22:39:05,23:39:05,Start Marine Mammal Watch,127,115,,63904,3433.9422N,12237.2981W,32,9.7,16.7,101,1016.19,17.09,309.94,21,315,1.694,,17.5547,,17.255,,4.34758,,33.3009,17.1,1512.272
8/15/2019,7:18:24,23:18:24,0:18:24,Arrive Station,127,115,,71823,3438.6149N,12233.3794W,147,4.4,19.7,86,1016.57,15.48,328.12,11,188,1.65,,17.5896,,17.2872,,4.35267,,33.3159,17.169,1512.509
8/15/2019,7:18:40,23:18:40,0:18:40,Net In Water,127,115,,71839,3438.5987N,12233.3659W,147,4.3,19.2,83,1016.58,15.38,329.86,11,190,1.649,,17.5905,,17.2876,,4.35285,,33.3166,17.172,1512.51
8/15/2019,7:33:42,23:33:42,0:33:42,Shoot Doors,127,115,,73341,3437.8591N,12232.7836W,142,4.3,23,75,1016.45,17.07,338.36,13,201,1.633,,17.5848,,17.2855,,4.35254,,33.3187,17.156,1512.464
8/15/2019,7:37:36,23:37:36,0:37:36,Begin Fishing (EQ),127,115,,73735,3437.6081N,12232.5726W,147,4.2,17,92,1016.37,15,329.2,11,188,1.635,,17.5762,,17.2756,,4.35188,,33.3201,17.147,1512.443
8/15/2019,8:22:34,0:22:34,1:22:34,Haul Back,127,115,,82233,3435.3841N,12230.3958W,143,3.9,18.6,84,1016.22,16.78,335.33,14,198,1.617,,17.5551,,17.2577,,4.35039,,33.3247,17.125,1514.033
8/15/2019,8:28:03,0:28:03,1:28:03,Doors Up,127,115,,82802,3435.2123N,12230.2140W,141,3,18,94,1016.13,16.88,335.6,14,197,1.611,,17.5514,,17.2542,,4.34973,,33.3221,17.119,1514.306
8/15/2019,9:04:55,1:04:55,2:04:55,Net on Deck,127,115,,90454,3433.8159N,12228.5730W,165,3.8,16.9,96,1016.1,15.76,333.63,12,170,1.586,,17.5623,,17.2645,,4.34815,,33.2996,17.138,1513.419
8/15/2019,9:04:56,1:04:56,2:04:56,End Marine Mammal Watch,127,115,,90455,3433.8147N,12228.5727W,169,3.9,16.9,96,1016.1,15.78,339.3,12,174,1.585,,17.563,,17.2642,,4.34807,,33.2983,17.138,1513.346
8/15/2019,9:08:20,1:08:20,2:08:20,Depart Station,127,115,,90819,3433.5873N,12228.4879W,165,4.2,16.8,100,1016.21,13.2,343.91,9,181,1.585,,17.5608,,17.2623,,4.34798,,33.2993,17.132,1513.39
8/15/2019,14:06:18,6:06:18,7:06:18,Resume Transect,,,25,140617,3509.3100N,12150.3127W,51,10.1,16.1,100,1014.69,5.46,168.44,4,291,2.025,,15.9772,,15.7062,,4.21771,,33.4828,15.503,1507.617
8/15/2019,15:47:26,7:47:26,8:47:26,UCTD Deployed,,,,154725,3517.8509N,12132.1916W,57,8.4,14.2,104,1014.95,4.51,250.95,4,308,1.996,,16.2086,,15.8958,,4.23238,,33.4176,15.77,1508.383
8/15/2019,17:36:17,9:36:17,10:36:17,End Transect,,,25,173617,3527.1759N,12112.4503W,67,10.5,13.7,105,1015.14,1.8,177.89,10,12,1.968,,15.6575,,15.3765,,4.19148,,33.5203,15.3,1507.017
8/15/2019,19:18:32,11:18:32,12:18:32,Start Transect,,,24,191831,3523.6451N,12054.6146W,244,6.2,13.2,105,1015.11,3.07,214.42,9,347,2.06,,13.4457,,13.3427,,3.98585,,33.5505,12.884,1499.3
8/15/2019,20:52:48,12:52:48,13:52:48,UCTD Deployed,,,,205247,3515.8903N,12111.1206W,240,7.4,14.3,105,1014.57,2.48,325.18,8,12,2.057,,16.0552,,16.0923,,4.2204,,33.4408,15.465,1507.414
8/15/2019,23:08:56,15:08:56,16:08:56,UCTD Deployed,,,,230855,3504.8726N,12134.5076W,242,8.1,16.8,102,1014.02,8.95,321.5,13,40,2.01,,16.324,,16.0565,,4.25165,,33.4903,15.487,1507.53
8/16/2019,0:28:39,16:28:39,17:28:39,End Transect,,,24,2838,3459.3305N,12146.2586W,245,6.6,17.2,99,1013.6,6.38,309.2,11,40,2.056,,16.4185,,16.1793,,4.26626,,33.5394,15.661,1508.371
8/16/2019,3:22:14,19:22:14,20:22:14,Start Marine Mammal Watch,128,116,,32214,3518.3519N,12131.4274W,25,7.4,16.2,101,1012.69,5.78,273.57,8,300,2.121,,16.7696,,16.4794,,4.28813,,33.4368,15.454,1507.346
8/16/2019,3:55:36,19:55:36,20:55:36,Arrive Station,128,116,,35535,3521.8793N,12128.7556W,132,3,16.1,102,1012.94,5.99,308.7,3,169,2.164,,16.063,,4.21846,,33.417,,15.8437,15.517,1507.622
8/16/2019,3:56:40,19:56:40,20:56:40,Net In Water,128,116,,35639,3521.8413N,12128.7123W,135,3.1,16,102,1012.91,6.1,315.84,3,181,2.186,,16.0413,,15.8231,,4.21589,,33.4126,15.492,1507.53
8/16/2019,4:10:15,20:10:15,21:10:15,Shoot Doors,128,116,,41014,3521.3407N,12128.2097W,138,4.5,16,102,1013.02,5.34,324.38,1,212,2.175,,16.0693,,15.7978,,4.21892,,33.4159,15.422,1507.31
8/16/2019,4:13:56,20:13:56,21:13:56,Begin Fishing (EQ),128,116,,41355,3521.1044N,12127.9948W,145,4.8,15.9,102,1013.12,5.67,321.47,1,161,2.14,,16.5609,,16.2154,,4.26413,,33.4013,15.691,1508.065
8/16/2019,4:59:05,20:59:05,21:59:05,Haul Back,128,116,,45904,3519.0033N,12125.4923W,140,3.8,15.9,101,1013.37,4.59,345.4,2,269,2.13,,16.6898,,16.3986,,4.27434,,33.383,15.732,1508.284
8/16/2019,5:04:02,21:04:02,22:04:02,Doors Up,128,116,,50401,3518.8424N,12125.2955W,139,3,15.8,101,1013.2,3.27,355.86,1,289,2.131,,16.6512,,16.3613,,4.27106,,33.3866,15.918,1508.757
8/16/2019,5:29:32,21:29:32,22:29:32,Net on Deck,128,116,,52931,3518.2294N,12124.4980W,118,3.1,15.8,101,1013.21,3.1,322.76,2,271,2.128,,16.7791,,16.4645,,4.28308,,33.3849,16.053,1509.068
8/16/2019,5:29:33,21:29:33,22:29:33,End Marine Mammal Watch,128,116,,52932,3518.2290N,12124.4970W,116,3.2,15.8,101,1013.21,3.59,331.78,2,265,2.128,,16.7795,,16.464,,4.28314,,33.3851,16.02,1508.918
8/16/2019,5:29:40,21:29:40,22:29:40,Depart Station,128,116,,52939,3518.2245N,12124.4914W,132,3.2,15.8,101,1013.14,3.51,333.34,1,284,2.129,,16.78,,16.4616,,4.28301,,33.3835,16.011,1509.077
8/16/2019,5:39:28,21:39:28,22:39:28,Start Marine Mammal Watch,129,117,,53928,3517.6408N,12123.2936W,119,8.6,15.4,102,1012.96,4.75,308.59,4,353,2.15,,16.6338,,16.3524,,4.26969,,33.3892,15.963,1508.989
8/16/2019,6:14:33,22:14:33,23:14:33,Arrive Station,129,117,,61433,3515.3459N,12118.0772W,139,4.3,15.1,103,1012.92,4.53,345.03,1,260,2.162,,16.2515,,15.9864,,4.2427,,33.4725,15.544,1507.716
8/16/2019,6:15:21,22:15:21,23:15:21,Net In Water,129,117,,61521,3515.3050N,12118.0392W,147,3.4,15,103,1013.03,3.4,327,0,258,2.161,,16.2545,,15.9799,,4.24327,,33.475,15.594,1507.909
8/16/2019,6:37:22,22:37:22,23:37:22,Shoot Doors,129,117,,63721,3514.3826N,12117.0326W,138,4.5,14.9,104,1012.81,4.5,316,0,121,2.137,,16.3969,,16.1278,,4.25591,,33.4666,15.287,1507.029
8/16/2019,6:41:05,22:41:05,23:41:05,Begin Fishing (EQ),129,117,,64104,3514.1454N,12116.7621W,139,5.1,14.9,104,1012.93,5.2,318,0,26,2.138,,16.3974,,16.0982,,4.25476,,33.4561,15.188,1506.636
8/16/2019,7:25:57,23:25:57,0:25:57,Haul Back,129,117,,72556,3511.8655N,12114.0872W,133,4,14.6,105,1012.82,2.4,291.63,2,23,2.113,,16.5482,,16.1828,,4.26729,,33.4396,15.647,1508.102
8/16/2019,8:05:20,0:05:20,1:05:20,Net on Deck,129,117,,80519,3510.6317N,12112.1814W,122,3.4,15.1,105,1012.85,2.68,286.88,1,57,2.052,,16.6575,,16.327,,4.27609,,33.4252,15.86,1508.632
8/16/2019,8:05:21,0:05:21,1:05:21,End Marine Mammal Watch,129,117,,80520,3510.6314N,12112.1805W,121,3.3,15.1,105,1012.85,3.3,301,0,50,2.053,,16.6584,,16.3273,,4.27621,,33.4255,15.853,1508.633
8/16/2019,8:09:46,0:09:46,1:09:46,Depart Station,129,117,,80946,3510.5159N,12111.9102W,121,3.2,14.7,105,1012.66,3.98,348.94,4,263,2.046,,16.6555,,16.324,,4.27548,,33.4216,15.791,1508.436
8/16/2019,8:32:37,0:32:37,1:32:37,Start Marine Mammal Watch,130,118,,83236,3510.3222N,12108.2037W,97,8.4,14.3,105,1012.58,6.77,296.21,3,319,2.025,,16.304,,16.0205,,4.24075,,33.4112,15.79,1508.435
8/16/2019,9:04:58,1:04:58,2:04:58,Arrive Station,130,118,,90458,3510.0793N,12102.9244W,149,5.3,14.2,105,1012.59,3.62,314.74,2,33,2.047,,16.2151,,15.8654,,4.23217,,33.4102,15.552,1507.725
8/16/2019,9:05:37,1:05:37,2:05:37,Net In Water,130,118,,90536,3510.0306N,12102.8864W,150,5.6,14.2,105,1012.56,3.82,318.73,2,27,2.065,,16.169,,15.8492,,4.22853,,33.4169,15.573,1507.793
8/16/2019,9:18:12,1:18:12,2:18:12,Shoot Doors,130,118,,91811,3509.2885N,12102.3348W,147,4.8,14.2,105,1012.5,6.48,315.8,2,144,2.081,,16.0139,,15.751,,4.22184,,33.4884,15.283,1506.942
8/16/2019,9:21:57,1:21:57,2:21:57,Begin Fishing (EQ),130,118,,92156,3509.0129N,12102.1104W,146,5.2,14.2,105,1012.44,5.2,326,0,206,2.055,,16.1345,,15.8402,,4.23336,,33.4886,15.632,1508.048
8/16/2019,10:06:51,2:06:51,3:06:51,Haul Back,130,118,,100650,3506.3594N,12059.9102W,145,3.9,14.1,106,1012.44,4.77,349.13,2,261,2.241,,14.4731,,14.2607,,4.07979,,33.5254,13.804,1502.352
8/16/2019,10:49:10,2:49:10,3:49:10,Net on Deck,130,118,,104910,3504.8469N,12057.9897W,162,4.6,13.7,106,1012.11,3.74,335,1,33,2.364,,14.8836,,14.5676,,4.11908,,33.5298,14.178,1503.511
8/16/2019,10:49:11,2:49:11,3:49:11,End Marine Mammal Watch,130,118,,104910,3504.8469N,12057.9897W,164,4.7,13.7,106,1012.11,3.74,335,1,36,2.362,,14.8842,,14.5678,,4.11908,,33.5292,14.176,1503.533
8/16/2019,10:55:55,2:55:55,3:55:55,Depart Station,130,118,,105555,3504.1047N,12057.8587W,177,8.5,13.7,106,1012.11,4.71,7.48,4,355,2.445,,14.7905,,14.5175,,4.10986,,33.5261,14.307,1503.915
8/17/2019,11:40:14,3:40:14,4:40:14,CB Flush,,,,114014,3237.9595N,11715.6471W,134,2.9,17.4,89,1012.88,1.27,99.22,4,351,1.745,,17.8526,,17.5067,,4.39638,,33.4732,17.08,1512.406
8/17/2019,13:49:52,5:49:52,6:49:52,Notes,,,Moored at San Diego,134951,3241.7078N,11709.2479W,83,0.9,17.4,90,1013.45,4.67,224.54,3,296,,,20.4362,,24.5939,,4.57841,,32.9159,22.815,1528.881
